date,open,high,low,close,volume
2027-06-16,20.9404,21.0643,20.9333,20.9996,94519
2027-06-17,20.7299,21.0655,20.5954,20.8063,673066
2027-06-18,20.8049,20.8175,20.2243,20.7576,404598
2027-06-19,21.2331,21.6747,20.7948,21.1691,917146
2027-06-20,20.6144,20.8144,20.5704,20.7146,715220
2027-06-21,20.5781,20.8592,20.0258,20.4328,936703
2027-06-22,20.382,20.676,20.4451,20.4988,599889
2027-06-23,20.422,20.4827,20.3321,20.4547,723877
2027-06-24,20.6247,20.8252,20.4598,20.7106,960703
2027-06-25,21.2891,21.8414,20.9078,21.3053,390843
2027-06-26,21.8079,21.795,21.5229,21.6862,652966
2027-06-27,21.318,21.6366,21.0091,21.2536,906700
2027-06-28,21.4992,21.6639,21.2648,21.5567,959121
2027-06-29,21.5215,21.791,21.2741,21.4656,292595
2027-06-30,21.54,21.7384,21.5911,21.6213,11936
2027-07-01,21.212,21.4745,21.2443,21.3218,696167
2027-07-02,21.3046,21.339,21.1693,21.2635,830622
2027-07-03,21.2198,21.0069,20.7621,20.9973,269958
2027-07-04,21.5653,21.7437,21.5886,21.6486,301353
2027-07-05,21.5636,21.8026,21.4451,21.5294,863849
2027-07-06,21.8594,21.8467,21.3901,21.7505,211541
2027-07-07,22.7856,23.312,22.6674,22.7749,240751
2027-07-08,23.3097,23.2746,22.9111,23.2201,71674
2027-07-09,23.2802,23.5768,23.1363,23.2557,627001
2027-07-10,23.3333,23.6822,22.7083,23.3404,806882
2027-07-11,23.3238,23.6423,22.9249,23.4435,358928
2027-07-12,23.7908,23.8122,23.5543,23.6732,946357
2027-07-13,23.4658,23.5695,23.275,23.3861,67741
2027-07-14,23.6516,23.8165,23.2976,23.4905,27539
2027-07-15,23.761,23.681,23.6086,23.6163,584902
2027-07-16,23.9888,24.1913,23.8879,23.9358,69295
2027-07-17,23.3953,23.5992,23.3387,23.4438,979112
2027-07-18,23.2861,23.4481,23.0998,23.3891,7188
2027-07-19,22.773,23.1543,22.8008,22.9538,126453
2027-07-20,23.4782,23.7568,23.1586,23.4459,21754
2027-07-21,22.781,23.2484,22.5407,22.8442,297189
2027-07-22,22.6246,22.8754,22.5281,22.6693,515391
2027-07-23,22.3474,22.4904,22.1111,22.3567,965088
2027-07-24,22.7023,22.907,22.6402,22.758,301798
2027-07-25,22.4911,22.6835,21.7469,22.5774,925778
2027-07-26,23.0194,23.298,22.8027,22.9791,45622
2027-07-27,22.2703,22.3784,22.1364,22.2909,422769
2027-07-28,22.852,22.9657,22.6796,22.74,927544
2027-07-29,22.1461,22.2859,21.9025,22.1082,382220
2027-07-30,21.8694,22.0445,21.5909,21.7702,258957
2027-07-31,22.0395,21.9699,21.6794,21.8308,692353
2027-08-01,21.9713,22.1251,21.4964,21.9215,831554
2027-08-02,21.4593,21.5695,21.3749,21.4018,114927
2027-08-03,20.8083,21.017,20.5236,20.9558,913377
2027-08-04,20.9908,20.9088,20.8074,20.8615,165332
2027-08-05,20.4437,20.7459,19.8993,20.3425,25993
2027-08-06,20.1364,20.3937,20.126,20.2064,783208
2027-08-07,19.8173,20.2275,19.7538,19.9183,840738
2027-08-08,20.0924,20.2482,19.6571,20.0528,137896
2027-08-09,19.9825,20.3229,19.8292,20.0916,557361
2027-08-10,19.8607,20.4253,19.8606,20.0181,90915
2027-08-11,20.8637,20.9957,20.8042,20.9324,95316
2027-08-12,20.6443,20.997,20.5538,20.588,224359
2027-08-13,20.4738,20.6073,20.4085,20.5363,949452
2027-08-14,20.6775,20.9675,20.7104,20.7597,107429
2027-08-15,20.7986,20.9575,20.7501,20.8411,125193
2027-08-16,20.3919,20.3409,20.144,20.2841,493377
2027-08-17,20.1218,20.3402,20.0959,20.1842,119867
2027-08-18,20.1266,20.1664,19.7525,20.0695,143185
2027-08-19,20.431,20.5636,20.0611,20.4058,615649
2027-08-20,20.0682,20.468,19.8821,20.1243,191666
2027-08-21,20.0579,20.0632,19.7513,20.0502,361530
2027-08-22,20.9427,21.3786,20.9087,20.9687,142498
2027-08-23,20.5019,20.7437,20.4405,20.5267,981448
2027-08-24,20.663,20.9822,20.5081,20.6848,746965
2027-08-25,21.1177,21.2347,20.5148,20.8809,519782
2027-08-26,21.8093,21.8225,21.6613,21.7766,893603
2027-08-27,21.7433,22.0311,21.3012,21.7698,25583
2027-08-28,20.8724,20.8772,20.7018,20.8477,322531
2027-08-29,20.8062,21.4248,20.6491,20.7356,797671
2027-08-30,20.426,20.6531,20.378,20.4036,915400
2027-08-31,20.9587,21.0192,20.9752,20.9792,400162
2027-09-01,21.2341,21.3553,20.8801,21.129,284412
2027-09-02,20.8117,21.1857,20.8712,21.0062,823209
2027-09-03,20.5001,20.5768,20.3036,20.4305,275294
2027-09-04,20.2093,20.0643,19.9432,19.9894,964406
2027-09-05,19.5518,19.9665,19.3187,19.653,940334
2027-09-06,20.1598,20.4461,20.1716,20.2049,79029
2027-09-07,20.24,20.3392,20.1384,20.2725,92631
2027-09-08,20.3271,20.3329,19.9445,20.3116,913428
2027-09-09,20.3126,20.4868,19.9838,20.4445,484145
2027-09-10,20.0791,20.3316,20.0571,20.1988,59894
2027-09-11,20.083,20.2531,20.1223,20.1244,97158
2027-09-12,20.1539,20.1778,19.8125,20.0915,221430
2027-09-13,20.3619,20.275,20.1431,20.2496,500168
2027-09-14,20.5198,20.8085,20.1941,20.5151,493002
2027-09-15,20.3445,20.6689,20.3238,20.3717,194910
2027-09-16,20.1959,20.2126,20.0528,20.2087,921834
2027-09-17,19.0479,19.3244,19.0976,19.19,80460
2027-09-18,19.4065,19.8267,19.4709,19.4764,414839
2027-09-19,19.0693,19.3296,18.9543,19.137,300266
2027-09-20,19.2557,19.3397,19.1168,19.1967,8322
2027-09-21,18.7956,19.0439,18.6362,18.6395,68793
2027-09-22,19.0293,19.1326,18.9936,19.0486,793356
2027-09-23,18.9638,19.1859,19.0874,19.1148,13581
2027-09-24,19.846,19.7344,19.5512,19.6922,959898
2027-09-25,19.282,19.5373,19.283,19.314,276185
2027-09-26,19.4044,19.4348,19.0466,19.2676,389438
2027-09-27,18.9475,18.6267,18.3553,18.6261,200528
2027-09-28,18.57,18.7723,18.5897,18.6593,923720
2027-09-29,17.6608,17.9539,17.5848,17.8573,487144
2027-09-30,18.2534,18.2808,17.9616,18.132,405293
2027-10-01,18.1238,18.0827,17.9623,18.0632,913523
2027-10-02,17.8345,17.9535,17.5064,17.8207,694918
2027-10-03,17.9713,18.0499,17.8735,17.9922,18185
2027-10-04,17.8516,17.8998,17.8161,17.8356,412284
2027-10-05,18.1485,18.4942,18.1177,18.2069,200172
2027-10-06,17.7235,17.6598,17.2455,17.6359,168584
2027-10-07,17.1569,17.1448,17.0756,17.1246,339986
2027-10-08,17.0788,17.2227,16.8694,16.999,519239
2027-10-09,17.1237,17.2854,16.9713,17.1177,167306
2027-10-10,16.8851,17.0884,16.7925,16.9641,629218
2027-10-11,17.003,17.2581,17.1075,17.1566,907071
2027-10-12,17.4709,17.6307,17.4356,17.4681,388982
2027-10-13,17.3193,17.3224,17.2054,17.2634,915225
2027-10-14,17.6123,17.8143,17.5065,17.6704,295158
2027-10-15,17.2906,17.3178,17.1859,17.2411,134308
2027-10-16,17.7543,17.9074,17.4875,17.8404,743501
2027-10-17,17.532,17.6959,17.538,17.6245,493571
2027-10-18,17.8042,17.9624,17.7353,17.8641,156561
2027-10-19,17.7681,17.8125,17.5203,17.7612,935187
2027-10-20,18.3503,18.4095,18.147,18.3132,203565
2027-10-21,18.5303,18.5336,18.1686,18.3907,62888
2027-10-22,18.138,18.1575,17.9662,18.1363,651801
2027-10-23,18.0146,17.9476,17.9142,17.9366,330429
2027-10-24,17.4768,17.7234,17.4761,17.59,969579
2027-10-25,17.3051,17.4975,17.417,17.4466,205412
2027-10-26,17.127,17.074,17.0424,17.0443,735680
2027-10-27,17.1146,17.0901,17.0605,17.0671,27511
2027-10-28,17.5982,17.6037,17.41,17.5583,814482
2027-10-29,17.6481,17.7821,17.5696,17.7283,623691
2027-10-30,17.4061,17.4954,17.2658,17.4433,208388
2027-10-31,17.3802,17.5248,17.294,17.3414,18779
2027-11-01,17.8192,18.0991,17.685,17.847,331583
2027-11-02,18.0351,18.1719,17.8299,18.0198,340617
2027-11-03,17.7492,17.8658,17.7451,17.7694,297651
2027-11-04,17.5309,17.7683,17.3021,17.5053,758886
2027-11-05,17.4818,17.56,17.4087,17.469,159932
2027-11-06,17.601,17.7018,17.6213,17.6387,378819
2027-11-07,18.0371,17.9872,17.7036,17.959,517377
2027-11-08,17.9358,17.8941,17.5839,17.8567,729326
2027-11-09,18.1446,18.5166,18.1577,18.236,121847
2027-11-10,18.3277,18.6643,18.288,18.2968,717724
2027-11-11,18.1324,18.2078,18.115,18.1866,45454
2027-11-12,18.7178,18.873,18.3459,18.79,145360
2027-11-13,18.3255,18.4635,18.4526,18.4629,21191
2027-11-14,18.1836,18.1721,17.8779,18.1624,436094
2027-11-15,18.0326,18.0816,17.9611,18.0657,612046
2027-11-16,17.8249,17.7448,17.4156,17.736,534881
2027-11-17,18.0173,17.9732,17.8579,17.9093,960657
2027-11-18,17.6514,17.7431,17.5501,17.5668,408287
2027-11-19,17.6455,17.7957,17.571,17.6955,343945
2027-11-20,17.9029,18.0902,17.8674,17.9828,468186
2027-11-21,17.5668,17.7278,17.3947,17.5735,194810
2027-11-22,17.9705,17.9565,17.5165,17.8416,216569
2027-11-23,17.8168,18.2092,17.981,17.9869,707956
2027-11-24,18.1916,18.3329,18.0297,18.0962,680299
2027-11-25,17.7272,17.9359,17.6709,17.7722,536926
2027-11-26,17.6743,17.8337,17.6599,17.8295,217376
2027-11-27,17.1774,17.272,17.2355,17.2713,410735
2027-11-28,17.113,17.1686,16.8881,17.1073,300203
2027-11-29,17.2379,17.4968,17.187,17.2511,113471
2027-11-30,17.6459,17.9961,17.5087,17.7652,993778
2027-12-01,17.8153,17.7675,17.4967,17.7668,168234
2027-12-02,17.8592,18.1488,17.7572,18.0496,778882
2027-12-03,18.1638,18.2048,18.1207,18.1542,808868
2027-12-04,18.415,18.3564,18.2088,18.3362,978530
2027-12-05,19.0483,19.0653,18.7265,18.8453,781413
2027-12-06,19.3428,19.5991,19.1671,19.4973,184061
2027-12-07,19.8624,19.6722,19.6269,19.6647,608940
2027-12-08,19.5782,19.7074,19.3112,19.5604,67357
2027-12-09,19.5947,19.6481,19.2663,19.5361,32350
2027-12-10,19.9602,19.9961,19.8261,19.9469,14913
2027-12-11,19.9087,19.8708,19.5295,19.8431,295464
2027-12-12,19.7624,19.9919,19.6426,19.6881,704848
2027-12-13,19.6868,19.9738,19.5602,19.5806,3043
2027-12-14,19.6253,19.702,19.3422,19.7005,587095
2027-12-15,20.3375,20.2122,20.0978,20.1431,50591
2027-12-16,20.2438,20.19,19.8552,20.1058,572044
2027-12-17,20.5072,20.6703,20.2354,20.4137,153773
2027-12-18,20.24,20.4267,19.945,20.1667,391185
2027-12-19,19.9823,19.8441,19.7112,19.807,789171
2027-12-20,20.4126,20.4658,19.8383,20.2711,91644
2027-12-21,19.6892,19.8531,19.5172,19.6091,490218
2027-12-22,18.9693,19.224,18.9809,19.1514,361137
2027-12-23,18.3215,18.4241,18.2337,18.4095,567452
2027-12-24,17.9122,18.2272,17.8674,18.0069,856908
2027-12-25,18.2886,18.5135,17.9166,18.186,924505
2027-12-26,18.5295,18.6594,18.4345,18.5182,5236
2027-12-27,18.4523,18.7401,18.2223,18.5062,718237
2027-12-28,18.5247,18.5857,18.2027,18.4246,836623
2027-12-29,17.8062,18.1296,17.5037,17.8301,230713
2027-12-30,17.0761,17.4482,17.118,17.3141,237783
2027-12-31,16.9191,17.2206,16.8922,17.0756,198479
2028-01-01,16.8966,17.2757,16.6277,16.9257,520257
2028-01-02,16.9889,17.0602,16.888,17.0084,426847
2028-01-03,16.7752,17.0439,16.6651,16.9342,201284
2028-01-04,17.058,17.0267,16.9413,17.0204,814766
2028-01-05,16.981,17.0258,16.8869,16.9685,991772
2028-01-06,16.689,16.8888,16.7104,16.756,407582
2028-01-07,16.4307,16.657,16.2851,16.5573,667076
2028-01-08,16.4875,16.5182,16.4447,16.4864,336158
2028-01-09,16.3619,16.4387,16.0497,16.3378,790491
2028-01-10,16.0917,16.2139,16.1113,16.1961,369107
2028-01-11,16.6691,16.7515,16.509,16.6719,512126
2028-01-12,16.7183,16.7526,16.6806,16.6816,258309
2028-01-13,16.5555,16.8582,16.4369,16.5984,786438
2028-01-14,16.3798,16.5559,16.2241,16.366,580470
2028-01-15,16.56,16.7961,16.4418,16.4772,11793
2028-01-16,16.2838,16.5013,16.2835,16.3012,531888
2028-01-17,15.9732,16.0094,15.7051,15.945,408034
2028-01-18,16.0116,16.2611,16.0525,16.0722,124384
2028-01-19,15.9165,16.1306,15.8462,15.9548,171651
2028-01-20,16.4366,16.4362,16.1576,16.3812,879050
2028-01-21,16.8019,16.8082,16.7182,16.7192,781697
2028-01-22,16.9514,17.322,16.9694,16.9765,192551
2028-01-23,17.0417,17.4293,16.9192,17.0917,749502
2028-01-24,16.5811,16.6892,16.536,16.6013,146967
2028-01-25,17.2258,17.5903,17.2076,17.2374,521246
2028-01-26,16.8985,17.0797,16.6809,16.8853,728514
2028-01-27,16.6138,16.7563,16.5654,16.6032,458484
2028-01-28,16.3077,16.3425,16.1658,16.2824,995744
2028-01-29,16.0938,16.2535,15.9764,16.0965,973939
2028-01-30,16.3042,16.2725,16.1038,16.2145,697926
2028-01-31,16.3442,16.601,16.1735,16.374,502093
2028-02-01,16.9928,17.0344,16.8437,16.9126,587852
2028-02-02,17.2711,17.1647,17.0479,17.1362,410688
2028-02-03,17.2176,17.2629,17.2386,17.2586,699258
2028-02-04,17.3666,17.4288,17.1146,17.2181,336050
2028-02-05,17.7763,18.0001,17.7945,17.831,498821
2028-02-06,17.6878,17.6058,17.4846,17.5892,658488
2028-02-07,17.023,17.0667,16.9341,16.9878,535635
2028-02-08,17.3809,17.5763,16.8237,17.3442,77116
2028-02-09,16.9448,17.1605,17.1014,17.1084,380293
2028-02-10,17.796,17.8409,17.4677,17.7139,45993
2028-02-11,18.1686,18.3746,17.8784,18.1452,976993
2028-02-12,17.8163,18.0102,17.805,17.8709,952591
2028-02-13,18.0353,18.4006,18.124,18.22,678423
2028-02-14,18.6968,18.7745,18.5719,18.5842,522282
2028-02-15,18.65,18.8398,18.5756,18.6434,89963
2028-02-16,18.4377,18.7707,18.4563,18.4638,291863
2028-02-17,17.9554,18.2712,18.0036,18.1451,319239
2028-02-18,18.3163,18.6191,18.0878,18.4042,493738
2028-02-19,17.9471,18.0597,17.8567,18.0469,730022
2028-02-20,17.4578,17.6459,17.2979,17.5478,144935
2028-02-21,17.4049,17.4143,17.2408,17.3997,543111
2028-02-22,17.1619,17.35,17.0303,17.3083,918243
2028-02-23,17.3822,17.4101,17.0653,17.2097,952286
2028-02-24,17.2166,17.3383,17.1156,17.2263,352271
2028-02-25,16.9672,16.8982,16.8635,16.879,692128
2028-02-26,16.9079,17.2749,16.9867,17.0573,722768
2028-02-27,16.9954,17.1621,16.7781,16.9145,337742
2028-02-28,17.0176,17.2049,16.9386,17.0229,758850
2028-02-29,17.5217,17.5481,17.2899,17.3741,871726
2028-03-01,16.9244,17.3041,16.9408,17.0011,411654
2028-03-02,16.6928,16.749,16.5469,16.736,154448
2028-03-03,16.7911,16.7985,16.6184,16.7338,578433
2028-03-04,16.9437,16.7638,16.6161,16.7624,973874
2028-03-05,15.9527,16.0107,15.7172,15.9991,536946
2028-03-06,15.8338,15.8508,15.649,15.8075,514340
2028-03-07,15.5402,15.6142,15.4554,15.5147,190902
2028-03-08,15.8956,16.0839,15.8505,15.8965,74693
2028-03-09,15.9672,16.0263,15.7976,15.8296,971716
2028-03-10,15.8455,15.9824,15.5915,15.8166,63788
2028-03-11,16.0617,16.1165,16.0153,16.1074,451680
2028-03-12,16.0408,16.2359,15.9083,16.1223,973922
2028-03-13,15.6302,15.6465,15.4353,15.5497,333102
2028-03-14,15.5501,15.6614,15.4164,15.5661,569025
2028-03-15,15.0686,15.2507,14.7948,15.0018,283831
2028-03-16,15.1369,15.1323,15.0563,15.06,254781
2028-03-17,14.9337,14.9096,14.8385,14.8871,113603
2028-03-18,15.3996,15.3438,15.0595,15.3393,891859
2028-03-19,15.1992,15.2494,15.13,15.1807,748031
2028-03-20,14.9256,15.0498,14.7969,15.0203,788159
2028-03-21,14.9016,14.8765,14.7091,14.7506,516395
2028-03-22,14.2197,14.3199,14.1917,14.2076,533214
2028-03-23,13.7679,13.9844,13.7047,13.8093,738627
2028-03-24,14.2441,14.4108,14.2484,14.2837,424631
2028-03-25,14.3818,14.4715,14.2615,14.3514,305798
2028-03-26,14.451,14.6647,14.3131,14.5798,720839
2028-03-27,14.7063,14.8268,14.7306,14.783,839966
2028-03-28,15.1828,15.1979,15.1513,15.1709,458485
2028-03-29,15.0962,15.3911,14.9676,15.0654,240659
2028-03-30,15.0314,15.3153,14.9821,14.9876,230781
2028-03-31,15.1718,15.4275,15.027,15.2529,887993
2028-04-01,15.5651,15.583,15.4415,15.5485,742452
2028-04-02,15.6451,15.7035,15.6518,15.6687,84105
2028-04-03,15.4689,15.4533,15.384,15.4346,458067
2028-04-04,15.3798,15.6495,15.2968,15.3142,546792
2028-04-05,15.822,16.0246,15.7431,15.8933,822140
2028-04-06,16.0463,16.4535,15.971,16.0643,575555
2028-04-07,15.7508,15.7687,15.7236,15.738,205876
2028-04-08,15.5779,15.6768,15.6215,15.6392,822185
2028-04-09,15.7416,15.7835,15.4522,15.7106,759339
2028-04-10,16.0095,16.0576,15.7727,15.8807,342288
2028-04-11,16.2175,16.437,16.1858,16.2189,530016
2028-04-12,16.5592,16.58,16.3865,16.4789,888658
2028-04-13,16.8329,17.1771,16.8167,16.9284,293843
2028-04-14,16.4443,16.614,16.5064,16.5712,170960
2028-04-15,16.2552,16.4325,16.0788,16.2229,1601
2028-04-16,16.1411,16.3251,15.8628,16.1326,578047
2028-04-17,15.7884,15.8616,15.4204,15.8201,990106
2028-04-18,15.2113,15.3125,15.022,15.2795,425881
2028-04-19,15.3343,15.4709,15.1336,15.2848,525001
2028-04-20,15.4555,15.3747,14.8999,15.3449,883844
2028-04-21,15.2603,15.4194,15.0956,15.2216,392772
2028-04-22,15.5208,15.602,15.5749,15.5751,813721
2028-04-23,15.3613,15.5304,15.2827,15.4637,786619
2028-04-24,15.8466,16.0364,15.7503,15.82,945246
2028-04-25,15.8779,16.0394,15.6933,15.8705,488802
2028-04-26,15.8698,15.8011,15.4522,15.7242,258284
2028-04-27,16.3416,16.4862,16.2524,16.3736,56699
2028-04-28,15.8513,16.2389,15.7113,15.9568,82918
2028-04-29,15.7095,15.8017,15.5381,15.7166,980346
2028-04-30,16.3653,16.3721,16.2016,16.3351,326416
2028-05-01,16.509,16.5581,16.4187,16.5113,746647
2028-05-02,16.3989,16.4276,16.1747,16.4058,390301
2028-05-03,16.6518,16.7662,16.6847,16.7405,652975
2028-05-04,16.4899,16.7354,16.5247,16.5944,927451
2028-05-05,16.2225,16.3154,16.2407,16.2445,818163
2028-05-06,15.7277,15.8161,15.1668,15.7384,161778
2028-05-07,15.9493,16.0862,15.9305,16.0223,758641
2028-05-08,15.854,15.973,15.8984,15.9064,647839
2028-05-09,15.6895,15.7768,15.5436,15.6722,140399
2028-05-10,15.8866,16.0063,15.5565,15.8134,160012
2028-05-11,15.4486,15.5406,15.3457,15.4518,70445
2028-05-12,15.3627,15.5343,15.4588,15.4976,230737
2028-05-13,14.6269,14.7476,14.5135,14.6658,84854
2028-05-14,14.5067,14.6399,14.2817,14.4096,391192
2028-05-15,14.9372,15.1414,14.8328,14.8425,933362
2028-05-16,15.1973,15.393,15.1553,15.2471,164156
2028-05-17,14.9045,15.2122,14.7735,14.9651,846350
2028-05-18,14.461,14.617,14.4413,14.4459,507877
2028-05-19,14.5354,14.6895,14.2321,14.3524,425368
2028-05-20,14.6691,14.7854,14.6867,14.723,865098
2028-05-21,14.7005,14.935,14.7864,14.8503,261820
2028-05-22,14.739,14.7045,14.5362,14.6857,381625
2028-05-23,14.4114,14.5122,14.3249,14.4361,255273
2028-05-24,14.5997,14.7542,14.5627,14.6115,330207
2028-05-25,14.7463,14.7252,14.5728,14.7027,435344
2028-05-26,14.618,14.6382,14.5642,14.6321,248130
2028-05-27,13.6181,13.6885,13.5249,13.6481,225425
2028-05-28,13.3049,13.3607,13.1753,13.2165,173904
2028-05-29,12.9646,13.1862,12.8227,13.0353,106549
2028-05-30,13.452,13.5658,13.2801,13.4475,517579
2028-05-31,13.8542,14.1552,13.8997,13.9581,160265
2028-06-01,14.0111,13.978,13.9446,13.9775,885557
2028-06-02,13.64,13.8518,13.6373,13.697,600782
2028-06-03,13.869,13.8829,13.8162,13.8395,612176
2028-06-04,13.9095,13.9289,13.5947,13.9093,828895
2028-06-05,14.0436,14.1674,13.978,14.0449,623193
2028-06-06,13.951,14.1653,13.7368,13.9093,146349
2028-06-07,14.366,14.341,14.2509,14.2637,734943
2028-06-08,13.9924,13.9515,13.9176,13.9363,413502
2028-06-09,14.065,14.3548,14.0989,14.1867,377178
2028-06-10,14.3129,14.4585,14.2708,14.4217,439272
2028-06-11,14.4913,14.5967,14.3731,14.4973,343475
2028-06-12,14.559,14.7353,14.5665,14.5781,62601
2028-06-13,14.5051,14.4936,14.3327,14.4557,157580
2028-06-14,14.4721,14.5329,14.3542,14.4171,251876
2028-06-15,14.4302,14.5089,14.2102,14.3583,989365
2028-06-16,14.2471,14.3434,14.0699,14.1419,940093
2028-06-17,14.1086,14.0766,14.0195,14.0704,70264
2028-06-18,14.5274,14.6805,14.5479,14.5958,852987
2028-06-19,14.2426,14.1788,13.9976,14.1757,340297
2028-06-20,13.5828,13.7685,13.6837,13.6901,691387
2028-06-21,13.4101,13.7271,13.2618,13.4525,8800
2028-06-22,13.594,13.6235,13.5638,13.564,919050
2028-06-23,13.6857,13.7252,13.6436,13.7195,634257
2028-06-24,13.542,13.5045,13.4761,13.5013,41316
2028-06-25,13.4346,13.7425,13.4942,13.5526,392143
2028-06-26,13.3114,13.5419,13.4397,13.4878,212511
2028-06-27,13.4551,13.6662,13.4279,13.548,530511
2028-06-28,13.4936,13.6429,13.3322,13.5098,972587
2028-06-29,13.2561,13.3851,13.0663,13.2931,478052
2028-06-30,13.8694,13.6863,13.53,13.6455,479608
2028-07-01,13.9385,13.9193,13.722,13.8849,831302
2028-07-02,14.4169,14.481,14.2378,14.377,928326
2028-07-03,14.3049,14.2828,14.1421,14.2177,472095
2028-07-04,14.0595,14.4613,14.0078,14.164,701901
2028-07-05,14.4333,14.4076,14.3285,14.3455,43513
2028-07-06,14.446,14.705,14.4405,14.4411,51083
2028-07-07,15.0899,15.0233,14.9135,14.9541,574094
2028-07-08,14.9166,15.0162,14.8409,15.0062,805026
2028-07-09,14.8308,14.9428,14.8061,14.845,609358
2028-07-10,14.9824,15.1605,14.929,14.9464,247240
2028-07-11,15.1682,15.2832,15.2008,15.2152,688973
2028-07-12,15.4128,15.5818,15.1652,15.3596,993559
2028-07-13,15.1705,15.2311,14.9984,15.2223,178233
2028-07-14,15.0586,15.163,14.6953,14.9762,215007
2028-07-15,14.8793,15.081,14.929,14.9407,569663
2028-07-16,14.8097,14.9869,14.7135,14.7898,128339
2028-07-17,14.9342,14.8155,14.789,14.8059,834016
2028-07-18,14.9336,14.9373,14.711,14.8198,354925
2028-07-19,15.1075,15.3699,15.1596,15.191,129028
2028-07-20,14.714,14.8056,14.7509,14.7816,97500
2028-07-21,14.7704,14.7225,14.4763,14.6072,761548
2028-07-22,15.1381,15.3044,15.175,15.2658,91622
2028-07-23,15.5285,15.4544,15.3472,15.4499,724024
2028-07-24,15.0623,15.1483,14.9208,15.1109,32236
2028-07-25,14.9172,15.0774,14.9492,14.9522,538311
2028-07-26,15.0936,15.1531,14.8993,15.0028,507905
2028-07-27,15.1746,15.3252,14.6439,15.0777,238765
2028-07-28,15.3426,15.7495,15.4014,15.4393,481093
2028-07-29,15.1291,15.249,15.0942,15.1081,475909
2028-07-30,15.2715,15.4431,15.0352,15.2594,391633
2028-07-31,14.9043,15.1998,14.8659,15.0741,904879
2028-08-01,14.9702,14.9371,14.7699,14.9189,804340
2028-08-02,15.0497,15.0951,14.5397,15.0408,762165
2028-08-03,14.9307,15.1292,14.9547,15.0533,670075
2028-08-04,14.8927,15.0667,14.8941,14.9487,901367
2028-08-05,15.2757,15.743,15.2312,15.5152,730711
2028-08-06,15.5589,15.6522,15.4201,15.5009,433044
2028-08-07,16.435,16.4146,16.2365,16.3624,775508
2028-08-08,16.3339,16.3758,16.1978,16.3425,747376
2028-08-09,16.4756,16.5425,16.2726,16.493,105986
2028-08-10,16.4727,16.4548,16.3859,16.3991,932563
2028-08-11,16.6933,16.8637,16.6512,16.71,52462
2028-08-12,16.5735,16.92,16.4086,16.6057,901991
2028-08-13,17.0058,17.2035,16.7572,17.0741,573590
2028-08-14,17.1218,17.1552,16.8437,16.9497,789845
2028-08-15,17.193,17.2821,17.1646,17.2193,350455
2028-08-16,17.2955,17.2635,16.8264,17.2076,617881
2028-08-17,17.993,17.9594,17.6346,17.9499,426709
2028-08-18,17.6208,17.7182,17.4912,17.6821,833681
2028-08-19,17.8704,17.8483,17.5319,17.6888,735734
2028-08-20,18.0347,18.2171,17.9021,18.028,743561
2028-08-21,18.3218,18.6631,18.325,18.4474,251176
2028-08-22,18.4766,18.4885,18.341,18.4872,834262
2028-08-23,18.4028,18.7502,18.2641,18.3996,451597
2028-08-24,18.6405,18.8009,18.454,18.5343,361991
2028-08-25,19.2701,19.5948,18.9892,19.2036,283444
2028-08-26,19.2809,19.5884,19.0679,19.2101,680831
2028-08-27,19.2803,19.202,19.0028,19.1957,784061
2028-08-28,19.3197,19.2944,19.0838,19.1939,126805
2028-08-29,19.4137,19.5123,19.448,19.4821,263139
2028-08-30,19.4162,19.7792,19.4219,19.4638,229731
2028-08-31,19.4353,19.5278,19.3007,19.4342,117155
2028-09-01,19.5085,19.4957,19.3637,19.4673,152397
2028-09-02,19.8779,20.0399,19.6756,19.8115,432097
2028-09-03,19.6115,19.6323,19.4247,19.4697,900422
2028-09-04,19.4526,19.3958,19.0619,19.2972,900797
2028-09-05,19.5784,19.6209,19.4167,19.573,52310
2028-09-06,19.7126,19.7779,19.384,19.5694,875187
2028-09-07,20.0793,20.0602,19.929,19.9792,925116
2028-09-08,20.0586,20.0639,19.755,19.9058,497221
2028-09-09,19.9689,20.2565,19.8584,20.0168,676545
2028-09-10,19.9171,20.1946,19.8103,20.0619,410568
2028-09-11,20.0278,20.2347,19.9084,20.0075,819946
2028-09-12,20.2943,20.2849,19.9597,20.0547,535456
2028-09-13,20.0115,20.0029,19.895,19.9163,268188
2028-09-14,19.6528,19.9482,19.6082,19.8016,783660
2028-09-15,19.674,19.7268,19.5961,19.6865,943434
2028-09-16,19.3971,19.8906,19.528,19.5421,583964
2028-09-17,19.7594,20.0662,19.4631,19.862,659001
2028-09-18,19.3984,19.3873,19.3601,19.3829,806823
2028-09-19,19.2012,19.43,19.1939,19.2033,203814
2028-09-20,19.3454,19.7377,19.4087,19.446,730837
2028-09-21,19.5167,19.8679,19.4209,19.6225,631794
2028-09-22,19.3815,19.3613,19.0923,19.2891,934502
2028-09-23,19.3881,19.3538,19.1825,19.2948,253882
2028-09-24,18.9122,18.9057,18.6412,18.8611,724233
2028-09-25,19.3753,19.4149,19.1706,19.3,47008
2028-09-26,19.4125,19.6057,19.3381,19.4134,715039
2028-09-27,19.8414,19.9264,19.8826,19.9103,225954
2028-09-28,20.1707,20.036,19.9296,19.9477,430012
2028-09-29,20.1284,20.299,19.9993,20.1867,220240
